Word	CEFR	Part of Speech
acquisition	“B2”	Noun
organic	“B2”	Adjective
placement	“B2”	Noun
designate	“B2”	Verb
eg	“B2”	Miscellaneous
experimental	“B2”	Adjective
importantly	“B2”	Adverb
exploit	“B2”	Verb
venture	“B2”	Noun
default	“B2”	Noun
stimulate	“B2”	Verb
consent	“B2”	Noun
native	“B2”	Adjective
await	“B2”	Verb
decline	“B2”	Verb
limitation	“B2”	Noun
complement	“B2”	Verb
duration	“B2”	Noun
complexity	“B2”	Noun
reinforce	“B2”	Verb
exceptional	“B2”	Adjective
cast	“B2”	Noun
embrace	“B2”	Verb
et	“B2”	Abbreviation
theoretical	“B2”	Adjective
eligible	“B2”	Adjective
evolution	“B2”	Noun
initiate	“B2”	Verb
accuracy	“B2”	Noun
preferred	“B2”	Adjective
distinction	“B2”	Noun
methodology	“B2”	Noun
array	“B2”	Noun
inspiration	“B2”	Noun
minimise	“B2”	Verb
mass	“B2”	Adjective
excellence	“B2”	Noun
administer	“B2”	Verb
compose	“B2”	Verb
deadline	“B2”	Noun
render	“B2”	Verb
adjacent	“B2”	Adjective
graphics	“B2”	Noun
thereby	“B2”	Adverb
democracy	“B2”	Noun
notify	“B2”	Verb
debut	“B2”	Noun
founder	“B2”	Noun
prevention	“B2”	Noun
donate	“B2”	Verb
magnificent	“B2”	Adjective
convention	“B2”	Noun
Arab	“B2”	Adjective
amend	“B2”	Verb
departure	“B2”	Noun
subscription	“B2”	Noun
moreover	“B2”	Adverb
Portugal	“B2”	Noun
postgraduate	“B2”	Noun
compliance	“B2”	Noun
Austria	“B2”	Noun
adviser	“B2”	Noun
worldwide	“B2”	Adverb
scenario	“B2”	Noun
Amazon	“B2”	Noun
determination	“B2”	Noun
collective	“B2”	Adjective
emotion	“B2”	Noun
consultancy	“B2”	Noun
firmly	“B2”	Adverb
readily	“B2”	Adverb
manufacture	“B2”	Verb
prompt	“B2”	Verb
affordable	“B2”	Adjective
unite	“B2”	Verb
outdoor	“B2”	Adjective
workplace	“B2”	Noun
execute	“B2”	Verb
applicable	“B2”	Adjective
latter	“B2”	Adjective
structural	“B2”	Adjective
selected	“B2”	Adjective
stability	“B2”	Noun
Egyptian	“B2”	Adjective
tenant	“B2”	Noun
exhibit	“B2”	Verb
equality	“B2”	Noun
diagnosis	“B2”	Noun
email	“B2”	Verb
campus	“B2”	Noun
guarantee	“B2”	Noun
servant	“B2”	Noun
beneath	“B2”	Preposition
cottage	“B2”	Noun
raw	“B2”	Adjective
privacy	“B2”	Noun
wise	“B2”	Adjective
medieval	“B2”	Adjective
publicity	“B2”	Noun
silver	“B2”	Noun
ideally	“B2”	Adverb
biblical	“B2”	Adjective
creature	“B2”	Noun
virus	“B2”	Noun
thread	“B2”	Noun
bonus	“B2”	Noun
stay	“B2”	Noun
label	“B2”	Verb
childhood	“B2”	Noun
document	“B2”	Verb
solicitor	“B2”	Noun
architect	“B2”	Noun
rebuild	“B2”	Verb
pass	“B2”	Noun
shadow	“B2”	Noun
plant	“B2”	Verb
golf	“B2”	Noun
buyer	“B2”	Noun
weigh	“B2”	Verb
complex	“B2”	Noun
disc	“B2”	Noun
count	“B2”	Noun
forth	“B2”	Adverb
pipe	“B2”	Noun
random	“B2”	Adjective
Czech	“B2”	Adjective
surprisingly	“B2”	Adverb
intense	“B2”	Adjective
gentle	“B2”	Adjective
incredible	“B2”	Adjective
speed	“B2”	Verb
ban	“B2”	Verb
balance	“B2”	Verb
lively	“B2”	Adjective
premium	“B2”	Noun
worship	“B2”	Noun
beneficial	“B2”	Adjective
learner	“B2”	Noun
making	“B2”	Noun
trick	“B2”	Noun
protein	“B2”	Noun
psychological	“B2”	Adjective
lifetime	“B2”	Noun
tissue	“B2”	Noun
utility	“B2”	Noun
cloud	“B2”	Noun
luxury	“B2”	Noun
invitation	“B2”	Noun
tailored	“B2”	Adjective
incentive	“B2”	Noun
delete	“B2”	Verb
residence	“B2”	Noun
slow	“B2”	Verb
fax	“B2”	Noun
executive	“B2”	Adjective
smoking	“B2”	Noun
storm	“B2”	Noun
wire	“B2”	Noun
fellow	“B2”	Noun
tendency	“B2”	Noun
neither	“B2”	Determiner
prisoner	“B2”	Noun
rank	“B2”	Noun
generous	“B2”	Adjective
nominate	“B2”	Verb
sensible	“B2”	Adjective
officially	“B2”	Adverb
glory	“B2”	Noun
calendar	“B2”	Noun
organ	“B2”	Noun
inside	“B2”	Adverb
lower	“B2”	Verb
protest	“B2”	Noun
outside	“B2”	Noun
purely	“B2”	Adverb
boost	“B2”	Verb
bond	“B2”	Noun
favour	“B2”	Verb
violent	“B2”	Adjective
guilty	“B2”	Adjective
pride	“B2”	Noun
golden	“B2”	Adjective
intelligent	“B2”	Adjective
intensive	“B2”	Adjective
apartment	“B2”	Noun
repair	“B2”	Verb
disk	“B2”	Noun
castle	“B2”	Noun
poet	“B2”	Noun
dollar	“B2”	Noun
formula	“B2”	Noun
oral	“B2”	Adjective
forever	“B2”	Adverb
gig	“B2”	Noun
react	“B2”	Verb
drag	“B2”	Verb
last	“B2”	Adverb
booklet	“B2”	Noun
behave	“B2”	Verb
north	“B2”	Adjective
exit	“B2”	Noun
junction	“B2”	Noun
superior	“B2”	Adjective
alarm	“B2”	Noun
horror	“B2”	Noun
breath	“B2”	Noun
shed	“B2”	Verb
humour	“B2”	Noun
worthy	“B2”	Adjective
Arab	“B2”	Noun
gear	“B2”	Noun
arrest	“B2”	Verb
tear	“B2”	Verb
individually	“B2”	Adverb
assistant	“B2”	Noun
wonder	“B2”	Noun
timetable	“B2”	Noun
paint	“B2”	Noun
enthusiastic	“B2”	Adjective
likely	“B2”	Adverb
jazz	“B2”	Noun
behind	“B2”	Adverb
evil	“B2”	Adjective
presumably	“B2”	Adverb
keyboard	“B2”	Noun
photography	“B2”	Noun
twin	“B2”	Adjective
reward	“B2”	Verb
altogether	“B2”	Adverb
timing	“B2”	Noun
line	“B2”	Verb
supermarket	“B2”	Noun
suffering	“B2”	Noun
Thailand	“B2”	Noun
dance	“B2”	Verb
amendment	“B2”	Noun
tremendous	“B2”	Adjective
export	“B2”	Noun
urgent	“B2”	Adjective
filter	“B2”	Noun
stroke	“B2”	Noun
separately	“B2”	Adverb
slide	“B2”	Noun
mechanical	“B2”	Adjective
steam	“B2”	Noun
lane	“B2”	Noun
sole	“B2”	Adjective
squad	“B2”	Noun
fortune	“B2”	Noun
suspend	“B2”	Verb
assurance	“B2”	Noun
carbon	“B2”	Noun
merit	“B2”	Noun
switch	“B2”	Noun
decorate	“B2”	Verb
ideal	“B2”	Noun
lift	“B2”	Noun
price	“B2”	Verb
identical	“B2”	Adjective
continually	“B2”	Adverb
sheep	“B2”	Noun
satellite	“B2”	Noun
rent	“B2”	Verb
qualified	“B2”	Adjective
routine	“B2”	Noun
clinic	“B2”	Noun
smile	“B2”	Noun
injure	“B2”	Verb
bay	“B2”	Noun
Vietnam	“B2”	Noun
straightforward	“B2”	Adjective
shine	“B2”	Verb
mortgage	“B2”	Noun
crash	“B2”	Noun
besides	“B2”	Preposition
sink	“B2”	Verb
bomb	“B2”	Noun
otherwise	“B2”	Conjunction
strain	“B2”	Noun
wander	“B2”	Verb
smart	“B2”	Adjective
fortunately	“B2”	Adverb
opt	“B2”	Verb
wind	“B2”	Verb
circulate	“B2”	Verb
dust	“B2”	Noun
lover	“B2”	Noun
solo	“B2”	Noun
physically	“B2”	Adverb
Muhammad	“B2”	Noun
Protestant	“B2”	Adjective
feel	“B2”	Noun
ward	“B2”	Noun
unexpected	“B2”	Adjective
sin	“B2”	Noun
Palestine	“B2”	Noun
rear	“B2”	Adjective
guard	“B2”	Noun
logical	“B2”	Adjective
roughly	“B2”	Adverb
witness	“B2”	Verb
male	“B2”	Noun
cool	“B2”	Verb
adjustment	“B2”	Noun
concrete	“B2”	Adjective
Zimbabwe	“B2”	Noun
core	“B2”	Noun
briefly	“B2”	Adverb
Finland	“B2”	Noun
log	“B2”	Noun
entertain	“B2”	Verb
patch	“B2”	Noun
rate	“B2”	Verb
hint	“B2”	Noun
Palestinian	“B2”	Noun
depression	“B2”	Noun
assignment	“B2”	Noun
fabric	“B2”	Noun
nervous	“B2”	Adjective
beautifully	“B2”	Adverb
reverse	“B2”	Verb
drinking	“B2”	Noun
printer	“B2”	Noun
beside	“B2”	Preposition
anxiety	“B2”	Noun
strictly	“B2”	Adverb
excitement	“B2”	Noun
skilled	“B2”	Adjective
brief	“B2”	Noun
figure	“B2”	Verb
shore	“B2”	Noun
draw	“B2”	Noun
wrap	“B2”	Verb
printed	“B2”	Adjective
universe	“B2”	Noun
criticise	“B2”	Verb
playing	“B2”	Noun
shell	“B2”	Noun
desperate	“B2”	Adjective
complicated	“B2”	Adjective
breed	“B2”	Verb
grab	“B2”	Verb
necessity	“B2”	Noun
merchant	“B2”	Noun
outline	“B2”	Noun
strive	“B2”	Verb
harm	“B2”	Noun
slope	“B2”	Noun
silence	“B2”	Noun
hold	“B2”	Noun
relieve	“B2”	Verb
slot	“B2”	Noun
sake	“B2”	Noun
Cuba	“B2”	Noun
revision	“B2”	Noun
advertisement	“B2”	Noun
bless	“B2”	Verb
teenager	“B2”	Noun
allowance	“B2”	Noun
Kosovo	“B2”	Noun
carer	“B2”	Noun
friendship	“B2”	Noun
tap	“B2”	Verb
endorse	“B2”	Verb
pursuit	“B2”	Noun
trainer	“B2”	Noun
traveller	“B2”	Noun
dual	“B2”	Adjective
outlet	“B2”	Noun
loop	“B2”	Noun
loose	“B2”	Adjective
pop	“B2”	Verb
reach	“B2”	Noun
angry	“B2”	Adjective
dear	“B2”	Adjective
signature	“B2”	Noun
gentleman	“B2”	Noun
blow	“B2”	Noun
invent	“B2”	Verb
running	“B2”	Noun
photographer	“B2”	Noun
can	“B2”	Noun
sponsorship	“B2”	Noun
praise	“B2”	Verb
mention	“B2”	Noun
clip	“B2”	Noun
Argentina	“B2”	Noun
bass	“B2”	Noun
mature	“B2”	Adjective
stage	“B2”	Verb
diagram	“B2”	Noun
smile	“B2”	Verb
verse	“B2”	Noun
conscious	“B2”	Adjective
grace	“B2”	Noun
renew	“B2”	Verb
entertaining	“B2”	Adjective
routine	“B2”	Adjective
headline	“B2”	Noun
Jersey	“B2”	Noun
silent	“B2”	Adjective
privilege	“B2”	Noun
farming	“B2”	Noun
dose	“B2”	Noun
outer	“B2”	Adjective
colour	“B2”	Verb
steady	“B2”	Adjective
interior	“B2”	Noun
grip	“B2”	Noun
required	“B2”	Adjective
breathe	“B2”	Verb
exchange	“B2”	Verb
dream	“B2”	Verb
gently	“B2”	Adverb
steep	“B2”	Adjective
incredibly	“B2”	Adverb
tournament	“B2”	Noun
subtle	“B2”	Adjective
honour	“B2”	Verb
ceiling	“B2”	Noun
shelter	“B2”	Noun
timber	“B2”	Noun
strip	“B2”	Noun
cap	“B2”	Noun
crack	“B2”	Verb
sheer	“B2”	Adjective
priest	“B2”	Noun
oblige	“B2”	Verb
rental	“B2”	Noun
nursing	“B2”	Noun
map	“B2”	Verb
compulsory	“B2”	Adjective
command	“B2”	Verb
flavour	“B2”	Noun
liable	“B2”	Adjective
float	“B2”	Verb
onwards	“B2”	Adverb
remark	“B2”	Noun
breast	“B2”	Noun
stir	“B2”	Verb
acid	“B2”	Noun
differently	“B2”	Adverb
breakdown	“B2”	Noun
spring	“B2”	Verb
carrier	“B2”	Noun
youngster	“B2”	Noun
female	“B2”	Noun
market	“B2”	Verb
artificial	“B2”	Adjective
praise	“B2”	Noun
grid	“B2”	Noun
Hebrew	“B2”	Noun
whereby	“B2”	Adverb
landlord	“B2”	Noun
romantic	“B2”	Adjective
dealer	“B2”	Noun
worthwhile	“B2”	Adjective
confidential	“B2”	Adjective
flood	“B2”	Noun
bold	“B2”	Adjective
couple	“B2”	Verb
Arctic	“B2”	Noun
partial	“B2”	Adjective
recipe	“B2”	Noun
darkness	“B2”	Noun
nerve	“B2”	Noun
deliberately	“B2”	Adverb
pet	“B2”	Noun
underground	“B2”	Adjective
rear	“B2”	Noun
canal	“B2”	Noun
Polish	“B2”	Adjective
trigger	“B2”	Verb
reminder	“B2”	Noun
giant	“B2”	Adjective
borough	“C1”	Noun
feed	“B2”	Noun
admire	“B2”	Verb
precious	“B2”	Adjective
tag	“B2”	Noun
bunch	“B2”	Noun
clue	“B2”	Noun
modest	“B2”	Adjective
hire	“B2”	Noun
pregnancy	“B2”	Noun
professor	“B2”	Noun
instant	“B2”	Adjective
film	“B2”	Verb
continent	“B2”	Noun
signal	“B2”	Verb
rhythm	“B2”	Noun
Korean	“B2”	Adjective
Danish	“B2”	Adjective
width	“B2”	Noun
tear	“B2”	Noun
stretch	“B2”	Noun
gay	“B2”	Adjective
tunnel	“B2”	Noun
race	“B2”	Verb
stake	“B2”	Noun
captain	“B2”	Noun
objection	“B2”	Noun
mild	“B2”	Adjective
split	“B2”	Noun
lock	“B2”	Noun
but	“B2”	Adverb
ban	“B2”	Noun
ministry	“B2”	Noun
Nigeria	“B2”	Noun
barely	“B2”	Adverb
many	“B2”	Pronoun
racing	“B2”	Noun
dancing	“B2”	Noun
nursery	“B2”	Noun
encouragement	“B2”	Noun
documentary	“B2”	Noun
driving	“B2”	Noun
closing	“B2”	Noun
sweep	“B2”	Verb
mean	“B2”	Adjective
deck	“B2”	Noun
convenience	“B2”	Noun
merge	“B2”	Verb
shade	“B2”	Noun
double	“B2”	Adverb
fold	“B2”	Verb
taste	“B2”	Verb
inside	“B2”	Noun
instantly	“B2”	Adverb
curious	“B2”	Adjective
chair	“B2”	Verb
empire	“B2”	Noun
piano	“B2”	Noun
rescue	“B2”	Verb
inherit	“B2”	Verb
supplement	“B2”	Noun
ruin	“B2”	Verb
spell	“B2”	Noun
mineral	“B2”	Noun
stranger	“B2”	Noun
painful	“B2”	Adjective
inspect	“B2”	Verb
select	“B2”	Adjective
loving	“B2”	Adjective
biography	“B2”	Noun
pit	“B2”	Noun
suicide	“B2”	Noun
colourful	“B2”	Adjective
debate	“B2”	Verb
short	“B2”	Adverb
clause	“B2”	Noun
rescue	“B2”	Noun
concerned	“B2”	Adjective
crystal	“B2”	Noun
bloody	“B2”	Adjective
originate	“B2”	Verb
enjoyment	“B2”	Noun
lounge	“B2”	Noun
neighbouring	“B2”	Adjective
scenery	“B2”	Noun
governor	“B2”	Noun
processor	“B2”	Noun
ocean	“B2”	Noun
landing	“B2”	Noun
stem	“B2”	Verb
consume	“B2”	Verb
junior	“B2”	Adjective
brochure	“B2”	Noun
graphic	“B2”	Adjective
singing	“B2”	Noun
cattle	“B2”	Noun
viable	“B2”	Adjective
grain	“B2”	Noun
star	“B2”	Verb
survey	“B2”	Verb
pond	“B2”	Noun
glorious	“B2”	Adjective
catering	“B2”	Noun
medication	“B2”	Noun
tide	“B2”	Noun
pioneer	“B2”	Verb
treasure	“B2”	Noun
carve	“B2”	Verb
heat	“B2”	Verb
builder	“B2”	Noun
economics	“B2”	Noun
reckon	“B2”	Verb
container	“B2”	Noun
rider	“B2”	Noun
alteration	“B2”	Noun
tongue	“B2”	Noun
chronic	“B2”	Adjective
unemployment	“B2”	Noun
bench	“B2”	Noun
lie	“B2”	Noun
holy	“B2”	Adjective
poll	“B2”	Noun
disagree	“B2”	Verb
beginner	“B2”	Noun
sunny	“B2”	Adjective
legally	“B2”	Adverb
opposite	“B2”	Noun
headquarters	“B2”	Noun
recommended	“B2”	Adjective
draft	“B2”	Verb
slide	“B2”	Verb
innocent	“B2”	Adjective
machinery	“B2”	Noun
genuinely	“B2”	Adverb
type	“B2”	Verb
reporter	“B2”	Noun
aggressive	“B2”	Adjective
apology	“B2”	Noun
delightful	“B2”	Adjective
happily	“B2”	Adverb
mill	“B2”	Noun
fittings	“B2”	Noun
courage	“B2”	Noun
escape	“B2”	Noun
fraud	“B2”	Noun
fabulous	“B2”	Adjective
curve	“B2”	Noun
spell	“B2”	Verb
worry	“B2”	Noun
coloured	“B2”	Adjective
dare	“B2”	Verb
fancy	“B2”	Adjective
crazy	“B2”	Adjective
bet	“B2”	Verb
handy	“B2”	Adjective
wipe	“B2”	Verb
beg	“B2”	Verb
boil	“B2”	Verb
pile	“B2”	Noun
jump	“B2”	Noun
nicely	“B2”	Adverb
crack	“B2”	Noun
blank	“B2”	Adjective
kick	“B2”	Noun
swear	“B2”	Verb
envelope	“B2”	Noun
tin	“B2”	Noun
melt	“B2”	Verb
pint	“B2”	Noun
midnight	“B2”	Noun
spoil	“B2”	Verb
cloth	“B2”	Noun
pin	“B2”	Noun
squeeze	“B2”	Verb
plug	“B2”	Verb
freeze	“B2”	Verb
cry	“B2”	Noun
brake	“B2”	Noun
tyre	“B2”	Noun
whoever	“B2”	Pronoun
rush	“B2”	Noun
quiz	“B2”	Noun
powder	“B2”	Noun
bounce	“B2”	Verb
shop	“B2”	Verb
lawn	“B2”	Noun
toe	“B2”	Noun
fridge	“B2”	Noun
swap	“B2”	Verb
drunk	“B2”	Adjective
chop	“B2”	Verb
rat	“B2”	Noun
headache	“B2”	Noun
orange	“B2”	Noun
penny	“B2”	Noun
rip	“B2”	Verb
ugly	“B2”	Adjective
butter	“B2”	Noun
slice	“B2”	Noun
smash	“B2”	Verb
girlfriend	“B2”	Noun
wait	“B2”	Noun
towel	“B2”	Noun
dictionary	“B2”	Noun
plug	“B2”	Noun
nail	“B2”	Noun
ridiculous	“B2”	Adjective
bite	“B2”	Verb
spelling	“B2”	Noun
blanket	“B2”	Noun
sauce	“B2”	Noun
glove	“B2”	Noun
gorgeous	“B2”	Adjective
pity	“B2”	Noun
lump	“B2”	Noun
deaf	“B2”	Adjective
brush	“B2”	Noun
uncle	“B2”	Noun
black	“B2”	Noun
worse	“B2”	Adverb
horrible	“B2”	Adjective
salad	“B2”	Noun
soap	“B2”	Noun
picnic	“B2”	Noun
sleeve	“B2”	Noun
noisy	“B2”	Adjective
beef	“B2”	Noun
suck	“B2”	Verb
awkward	“B2”	Adjective
lunchtime	“B2”	Noun
purple	“B2”	Adjective
microwave	“B2”	Noun
bubble	“B2”	Noun
hedge	“B2”	Noun
diamond	“B2”	Noun
pie	“B2”	Noun
marvellous	“B2”	Adjective
pavement	“B2”	Noun
ambulance	“B2”	Noun
onion	“B2”	Noun
tomato	“B2”	Noun
monkey	“B2”	Noun
worm	“B2”	Noun
lorry	“B2”	Noun
kiss	“B2”	Verb
queen	“B2”	Noun
devil	“B2”	Noun
damp	“B2”	Adjective
yeah	“B2”	Exclamation
cupboard	“B2”	Noun
soup	“B2”	Noun
backwards	“B2”	Adverb
balloon	“B2”	Noun
cook	“B2”	Noun
lamb	“B2”	Noun
stuff	“B2”	Verb
rain	“B2”	Verb
gardening	“B2”	Noun
thumb	“B2”	Noun
lost	“B2”	Adjective
homework	“B2”	Noun
biscuit	“B2”	Noun
orange	“B2”	Adjective
jam	“B2”	Noun
lazy	“B2”	Adjective
washing	“B2”	Noun
lid	“B2”	Noun
dirt	“B2”	Noun
sink	“B2”	Noun
grey	“B2”	Noun
piss	“B2”	Verb
arse	“B2”	Noun
damn	“B2”	Adjective
nanny	“B2”	Noun
nick	“B2”	Verb
fag	“B2”	Noun
blimey	“B2”	Exclamation
fiver	“B2”	Noun
bungalow	“B2”	Noun
policeman	“B2”	Noun
whoops	“B2”	Exclamation
anyhow	“B2”	Adverb
sod	“B2”	Noun
teddy	“B2”	Noun
bitch	“B2”	Noun
bollocks	“B2”	Exclamation
sherry	“B2”	Noun
trolley	“B2”	Noun
smack	“B2”	Verb
tummy	“B2”	Noun
pinch	“B2”	Verb
wee	“B2”	Noun
mince	“B2”	Noun
screw	“B2”	Noun
prawn	“B2”	Noun
marmalade	“B2”	Noun
granny	“B2”	Noun
custard	“B2”	Noun
gravy	“B2”	Noun
loo	“B2”	Noun
jelly	“B2”	Noun
ginger	“B2”	Adjective
ginger	“B2”	Noun
screw	“B2”	Verb
nip	“B2”	Verb
hassle	“B2”	Noun
jolly	“C1”	Adjective
purse	“B2”	Noun
dice	“B2”	Noun
headphones	“B2”	Noun
terribly	“B2”	adverb
cherry	“B2”	Noun
chimney	“B2”	Noun
pathetic	“B2”	Adjective
drill	“B2”	Noun
cheerio	“C1”	Exclamation
frog	“B2”	Noun
starving	“B2”	Adjective
bucket	“B2”	Noun
wallpaper	“B2”	Noun
slipper	“B2”	Noun
sweetheart	“B2”	Noun
knit	“B2”	Verb
tenner	“B2”	Noun
bump	“B2”	Noun
mattress	“B2”	Noun
frozen	“B2”	Adjective
feather	“B2”	Noun
windy	“B2”	Adjective
fiddle	“B2”	Verb
undo	“B2”	Verb
knob	“B2”	Noun
polite	“B2”	Adjective
prince	“B2”	Noun
mend	“B2”	Verb
fuss	“B2”	Noun
blonde	“B2”	Adjective
nuisance	“B2”	Noun
aunt	“B2”	Noun
smelly	“B2”	Adjective
ache	“B2”	Verb
saucepan	“B2”	Noun
handbag	“B2”	Noun
spaghetti	“B2”	Noun
lemonade	“B2”	Noun
strap	“B2”	Noun
snore	“B2”	Verb
motorbike	“B2”	Noun
goodbye	“B2”	Exclamation
garlic	“B2”	Noun
cabbage	“B2”	Noun
bark	“B2”	Verb
cute	“B2”	Adjective
Hoover	“B2”	Noun
curly	“B2”	Adjective
pyjamas	“B2”	Noun
collar	“B2”	Noun
salmon	“B2”	Noun
hurry	“B2”	Noun
boiling	“B2”	Adjective
pear	“B2”	Noun
pillow	“B2”	Noun
cushion	“B2”	Noun
cereal	“B2”	Noun
ironing	“B2”	Noun
curry	“B2”	Noun
amazed	“B2”	Adjective
surname	“B2”	Noun
upside	“B2”	Adverb
muck	“B2”	Noun
this	“C1”	Pronoun
guide	“C1”	Verb
gain	“C1”	Noun
value	“C1”	Verb
evident	“C1”	Adjective
stakeholder	“C1”	Noun
competitor	“C1”	Noun
abstract	“C1”	Adjective
devise	“C1”	Verb
payable	“C1”	Adjective
ratio	“C1”	Noun
investor	“C1”	Noun
organiser	“C1”	Noun
upgrade	“C1”	Verb
ethical	“C1”	Adjective
boast	“C1”	Verb
absorb	“C1”	Verb
varied	“C1”	Adjective
password	“C1”	Noun
regulate	“C1”	Verb
deem	“C1”	Verb
internationally	“C1”	Adverb
combined	“C1”	Adjective
dismiss	“C1”	Verb
biological	“C1”	Adjective
maximise	“C1”	Verb
consistently	“C1”	Adverb
optional	“C1”	Adjective
programming	“C1”	Noun
conduct	“C1”	Noun
calculation	“C1”	Noun
chamber	“C1”	Noun
compensation	“C1”	Noun
opponent	“C1”	Noun
inquiry	“C1”	Noun
peer	“C1”	Noun
inevitably	“C1”	Adverb
prominent	“C1”	Adjective
relevance	“C1”	Noun
regeneration	“C1”	Noun
trail	“C1”	Noun
fitness	“C1”	Noun
viewer	“C1”	Noun
freely	“C1”	Adverb
excess	“C1”	Noun
inclusive	“C1”	Adjective
motivation	“C1”	Noun
transport	“C1”	Verb
lead	“C1”	Adjective
acceptance	“C1”	Noun
enforce	“C1”	Verb
protocol	“C1”	Noun
disposal	“C1”	Noun
insert	“C1”	Verb
ease	“C1”	Verb
logo	“C1”	Noun
transformation	“C1”	Noun
scholar	“C1”	Noun
challenging	“C1”	Adjective
margin	“C1”	Noun
healthcare	“C1”	Noun
enclose	“C1”	Verb
assemble	“C1”	Verb
humanity	“C1”	Noun
democratic	“C1”	Adjective
correspondence	“C1”	Noun
exploration	“C1”	Noun
nationally	“C1”	Adverb
restoration	“C1”	Noun
convey	“C1”	Verb
handling	“C1”	Noun
integral	“C1”	Adjective
tour	“C1”	Verb
regulatory	“C1”	Adjective
constraint	“C1”	Noun
audit	“C1”	Noun
genetic	“C1”	Adjective
traditionally	“C1”	Adverb
inevitable	“C1”	Adjective
interact	“C1”	Verb
navigation	“C1”	Noun
habitat	“C1”	Noun
configuration	“C1”	Noun
subscribe	“C1”	Verb
discrimination	“C1”	Noun
namely	“C1”	Adverb
principal	“C1”	Noun
defeat	“C1”	Verb
overall	“C1”	Adverb
workforce	“C1”	Noun
retailer	“C1”	Noun
function	“C1”	Verb
genre	“C1”	Noun
ambition	“C1”	Noun
functional	“C1”	Adjective
annually	“C1”	Adverb
literary	“C1”	Adjective
mutual	“C1”	Adjective
collaborative	“C1”	Adjective
authorise	“C1”	Verb
closure	“C1”	Noun
supervision	“C1”	Noun
historian	“C1”	Noun
emission	“C1”	Noun
browse	“C1”	Verb
uncertainty	“C1”	Noun
robust	“C1”	Adjective
unnecessary	“C1”	Adjective
clarify	“C1”	Verb
summarise	“C1”	Verb
legend	“C1”	Noun
added	“C1”	Adjective
established	“C1”	Adjective
transmit	“C1”	Verb
solely	“C1”	Adverb
pollution	“C1”	Noun
commentary	“C1”	Noun
decrease	“C1”	Verb
icon	“C1”	Noun
exclusively	“C1”	Adverb
distant	“C1”	Adjective
attribute	“C1”	Verb
spectrum	“C1”	Noun
import	“C1”	Verb
defeat	“C1”	Noun
gene	“C1”	Noun
publishing	“C1”	Noun
corresponding	“C1”	Adjective
fiction	“C1”	Noun
modification	“C1”	Noun
vacancy	“C1”	Noun
formally	“C1”	Adverb
tribute	“C1”	Noun
woodland	“C1”	Noun
notably	“C1”	Adverb
descend	“C1”	Verb
undermine	“C1”	Verb
undoubtedly	“C1”	Adverb
integrity	“C1”	Noun
myth	“C1”	Noun
ease	“C1”	Noun
artistic	“C1”	Adjective
neighbourhood	“C1”	Noun
independently	“C1”	Adverb
sufficiently	“C1”	Adverb
enforcement	“C1”	Noun
planned	“C1”	Adjective
holding	“C1”	Noun
performer	“C1”	Noun
prestigious	“C1”	Adjective
minimal	“C1”	Adjective
breach	“C1”	Noun
wisdom	“C1”	Noun
coordinate	“C1”	Verb
portrait	“C1”	Noun
printing	“C1”	Noun
respective	“C1”	Adjective
erect	“C1”	Verb
power	“C1”	Verb
exclusion	“C1”	Noun
trade	“C1”	Verb
logic	“C1”	Noun
peaceful	“C1”	Adjective
prospective	“C1”	Adjective
jointly	“C1”	Adverb
accurately	“C1”	Adverb
preliminary	“C1”	Adjective
hidden	“C1”	Adjective
technological	“C1”	Adjective
volunteer	“C1”	Verb
simultaneously	“C1”	Adverb
confirmation	“C1”	Noun
controversial	“C1”	Adjective
embed	“C2”	Verb
fleet	“C1”	Noun
confront	“C1”	Verb
companion	“C1”	Noun
free	“C1”	Verb
prescribe	“C1”	Verb
coastal	“C1”	Adjective
institutional	“C1”	Adjective
desirable	“C1”	Adjective
underpin	“C1”	Verb
sponsor	“C1”	Noun
essence	“C1”	Noun
statistical	“C1”	Adjective
compatible	“C1”	Adjective
supportive	“C1”	Adjective
incur	“C1”	Verb
acute	“C1”	Adjective
invaluable	“C1”	Adjective
depart	“C1”	Verb
variable	“C1”	Adjective
briefing	“C1”	Noun
diagnose	“C1”	Verb
legacy	“C1”	Noun
broadcast	“C1”	Noun
shortage	“C1”	Noun
talented	“C1”	Adjective
virtue	“C1”	Noun
characterise	“C1”	Verb
notable	“C1”	Adjective
academic	“C1”	Noun
pdf	“C1”	Noun
terminal	“C1”	Noun
contributor	“C1”	Noun
tourism	“C1”	Noun
adoption	“C1”	Noun
creativity	“C1”	Noun
allocation	“C1”	Noun
isolate	“C1”	Verb
contrast	“C1”	Verb
deploy	“C1”	Verb
encompass	“C1”	Verb
excessive	“C1”	Adjective
ambitious	“C1”	Adjective
disadvantage	“C1”	Noun
dramatically	“C1”	Adverb
conviction	“C1”	Noun
geographical	“C1”	Adjective
courtesy	“C1”	Noun
accessibility	“C1”	Noun
systematic	“C1”	Adjective
progressive	“C1”	Adjective
computing	“C1”	Noun
confine	“C1”	Verb
wholly	“C1”	Adverb
satisfactory	“C1”	Adjective
parliamentary	“C1”	Adjective
condemn	“C1”	Verb
corporation	“C1”	Noun
remainder	“C1”	Noun
narrative	“C1”	Noun
parallel	“C1”	Adjective
depict	“C1”	Verb
vertical	“C1”	Adjective
memorable	“C1”	Adjective
