A01.pastVerbs	A03.presVerbs	B04.placeAdverbials	B05.timeAdverbials	C06.1persProns	C07.2persProns	C08.3persProns	C09.impersProns	C10.demonstrProns	C11.indefProns	C12.doAsProVerb	D13.whQuestions	E14.nominalizations	E16.Nouns	G19.beAsMain	H33.piedPiping	H34.sentenceRel	H35.causative	H36.concessives	H37.conditional	I39.preposn	I40.attrAdj	I41.predAdj	I42.ADV	J43.TTR	J44.wordLength	K45.conjuncts	K46.downtoners	K47.generalHedges	K48.amplifiers	K49.generalEmphatics	K50.discoursePart	K55.publicVerbs	K56.privateVerbs	K57.suasiveVerbs	K58.seemappear	L52.possibModals	L53.necessModals	L54.predicModals	N59.contractions	N60.thatDeletion	N61.strandedPrep	P66.syntNegn	P67.analNegn
0.03076	0.01880	0.00214	0.00427	0.01794	0.00043	0.03332	0.00897	0.01581	0.00555	0.00256	0.01751	0.01666	0.13499	0.01452	0.00171	0.00598	0.00128	0.00085	0.00256	0.09184	0.06493	0.00085	0.05468	0.50919	4.30952	0.09141	0.00555	0.00128	0.00342	0.00427	0.00256	0.00256	0.01880	0.00171	0.00128	0.00384	0.00043	0.00384	0.00513	0.01837	0.00128	0.00171	0.01068
0.03787	0.00837	0.00176	0.00572	0.00088	0.00352	0.00793	0.00925	0.01145	0.00044	0.00264	0.00352	0.02158	0.20343	0.01189	0.00000	0.00352	0.00088	0.00044	0.00132	0.12902	0.07354	0.00044	0.04227	0.56053	4.39070	0.07530	0.00308	0.00044	0.00132	0.00264	0.00220	0.00000	0.00793	0.00088	0.00176	0.00132	0.00000	0.00088	0.00308	0.00749	0.00088	0.00000	0.00528
0.01808	0.01492	0.00090	0.00090	0.00181	0.00000	0.00859	0.00769	0.01401	0.00045	0.00045	0.00723	0.05063	0.18897	0.01266	0.00045	0.00407	0.00045	0.00000	0.00226	0.13834	0.10940	0.00136	0.03210	0.45503	5.27436	0.06736	0.00316	0.00000	0.00045	0.00136	0.00045	0.00090	0.00723	0.00000	0.00136	0.00678	0.00226	0.00723	0.00045	0.00814	0.00000	0.00000	0.00316
0.05384	0.00265	0.00397	0.00000	0.00000	0.00000	0.02207	0.00397	0.01103	0.00044	0.00221	0.00530	0.01280	0.16593	0.01236	0.00221	0.00397	0.00000	0.00044	0.00088	0.11518	0.07193	0.00000	0.02824	0.50260	4.58910	0.07326	0.00221	0.00000	0.00000	0.00132	0.00044	0.00088	0.00353	0.00309	0.00088	0.00221	0.00309	0.00221	0.00397	0.00662	0.00044	0.00000	0.00530
0.05146	0.00916	0.00218	0.00044	0.00392	0.00131	0.02747	0.00916	0.01396	0.00349	0.00305	0.01657	0.01526	0.16659	0.01134	0.00000	0.00044	0.00131	0.00000	0.00218	0.10816	0.06585	0.00044	0.03620	0.54090	4.80854	0.06018	0.00174	0.00000	0.00000	0.00305	0.00000	0.00611	0.00480	0.00262	0.00131	0.00392	0.00087	0.00392	0.01570	0.01090	0.00044	0.00000	0.00611
0.03889	0.00884	0.00265	0.00574	0.03889	0.00000	0.02784	0.00795	0.00928	0.00088	0.00221	0.01414	0.01016	0.15643	0.02033	0.00088	0.00265	0.00044	0.00088	0.00088	0.10871	0.07777	0.00221	0.04507	0.59424	4.21296	0.09236	0.00088	0.00044	0.00221	0.00133	0.00486	0.00221	0.01812	0.00221	0.00133	0.00354	0.00088	0.00663	0.00530	0.01900	0.00177	0.00000	0.00707
0.02745	0.02070	0.00225	0.00270	0.00360	0.00000	0.01260	0.01080	0.02565	0.00180	0.00135	0.00630	0.03015	0.16787	0.00990	0.00270	0.00540	0.00090	0.00000	0.00315	0.12871	0.08371	0.00090	0.05761	0.47704	4.66405	0.08416	0.00540	0.00045	0.00090	0.00180	0.00135	0.00450	0.01260	0.00180	0.00360	0.00585	0.00315	0.01080	0.00180	0.01620	0.00045	0.00000	0.01035
0.02719	0.01404	0.00088	0.00263	0.01360	0.00000	0.02456	0.00877	0.02325	0.00175	0.00219	0.01184	0.02237	0.14649	0.02061	0.00000	0.00351	0.00175	0.00088	0.00307	0.12061	0.09386	0.00263	0.04518	0.56955	4.67877	0.08772	0.00307	0.00175	0.00044	0.00482	0.00263	0.00307	0.01447	0.00044	0.00219	0.00351	0.00263	0.00702	0.00439	0.01491	0.00044	0.00175	0.00877
0.03179	0.00915	0.00305	0.00436	0.00044	0.00000	0.00566	0.01132	0.01481	0.00087	0.00131	0.00697	0.03659	0.16725	0.01655	0.00305	0.00566	0.00044	0.00000	0.00044	0.12674	0.10714	0.00174	0.04530	0.51421	4.97186	0.08667	0.00174	0.00087	0.00087	0.00044	0.00436	0.00348	0.00436	0.00131	0.00000	0.00392	0.00087	0.00087	0.00261	0.00697	0.00000	0.00000	0.00392
0.02887	0.00795	0.00544	0.00460	0.00795	0.00084	0.02887	0.00460	0.01088	0.00167	0.00126	0.00711	0.01925	0.19414	0.01130	0.00042	0.00293	0.00000	0.00000	0.00335	0.10335	0.06695	0.00209	0.03598	0.58486	4.52116	0.07029	0.00377	0.00042	0.00126	0.00084	0.00167	0.00167	0.00753	0.00711	0.00042	0.00921	0.00377	0.00711	0.00921	0.00921	0.00000	0.00042	0.00418
0.05897	0.00806	0.00509	0.00255	0.01527	0.00255	0.03946	0.01697	0.01018	0.00424	0.00467	0.00509	0.00594	0.16504	0.01909	0.00042	0.00594	0.00127	0.00042	0.00170	0.09928	0.07297	0.00170	0.04285	0.52815	4.12319	0.08146	0.00552	0.00085	0.00339	0.00042	0.00170	0.00382	0.01103	0.00085	0.00085	0.00382	0.00127	0.00212	0.00339	0.01273	0.00042	0.00000	0.01061
0.02864	0.00800	0.00800	0.00211	0.00253	0.00000	0.02064	0.01095	0.01559	0.00168	0.00126	0.00590	0.00632	0.19250	0.01390	0.00295	0.00842	0.00000	0.00084	0.00000	0.12342	0.07035	0.00084	0.03875	0.52493	4.18018	0.05476	0.00295	0.00084	0.00084	0.00253	0.00253	0.00253	0.00885	0.00084	0.00126	0.00168	0.00084	0.00211	0.00337	0.00969	0.00084	0.00000	0.00463
0.05044	0.01042	0.00167	0.00709	0.01709	0.00417	0.05044	0.00500	0.00875	0.00167	0.00333	0.01125	0.01125	0.13839	0.01125	0.00125	0.00459	0.00083	0.00083	0.00042	0.10421	0.06169	0.00042	0.04210	0.59635	4.46611	0.05836	0.00125	0.00000	0.00083	0.00083	0.00292	0.00584	0.00667	0.00292	0.00042	0.00459	0.00042	0.00459	0.01167	0.01125	0.00042	0.00000	0.00792
0.05105	0.00172	0.00043	0.00343	0.01115	0.00129	0.04161	0.00386	0.00901	0.00043	0.00129	0.00686	0.03561	0.14114	0.00858	0.00043	0.00257	0.00043	0.00043	0.00129	0.11798	0.08923	0.00043	0.03218	0.55412	4.74911	0.04891	0.00172	0.00000	0.00043	0.00172	0.00300	0.00429	0.00644	0.00172	0.00000	0.00257	0.00043	0.00257	0.00815	0.01073	0.00000	0.00086	0.00257
0.02887	0.01293	0.00172	0.00474	0.00172	0.00000	0.02154	0.00776	0.01982	0.00129	0.00388	0.00302	0.01766	0.14433	0.00862	0.00086	0.00646	0.00043	0.00043	0.00086	0.10427	0.10427	0.00043	0.05644	0.55352	4.69501	0.06463	0.00517	0.00043	0.00043	0.00129	0.00345	0.00646	0.00560	0.00172	0.00259	0.00388	0.00215	0.00172	0.00732	0.01120	0.00000	0.00000	0.00646
0.03077	0.01978	0.00088	0.00176	0.00308	0.00000	0.03956	0.00747	0.01363	0.00132	0.00088	0.00396	0.03209	0.18769	0.01011	0.00264	0.00352	0.00176	0.00044	0.00220	0.11604	0.06769	0.00044	0.03429	0.54047	4.61627	0.06110	0.00264	0.00000	0.00132	0.00044	0.00088	0.00044	0.01055	0.00132	0.00088	0.01187	0.00396	0.00308	0.00308	0.00879	0.00000	0.00088	0.00440
0.04904	0.00438	0.00088	0.00263	0.00832	0.00000	0.03415	0.01095	0.02496	0.00044	0.00175	0.00963	0.02408	0.15018	0.00876	0.00000	0.00350	0.00000	0.00263	0.00088	0.11821	0.07531	0.00131	0.03809	0.49612	4.59539	0.04685	0.00438	0.00000	0.00088	0.00044	0.00175	0.00525	0.01051	0.00263	0.00000	0.00263	0.00131	0.00306	0.00131	0.01620	0.00044	0.00000	0.00613
0.02740	0.01707	0.00000	0.00359	0.03504	0.00000	0.01168	0.00539	0.01527	0.00090	0.00270	0.00854	0.03190	0.17475	0.01348	0.00090	0.00764	0.00225	0.00180	0.00090	0.12219	0.09704	0.00090	0.05660	0.57963	4.72446	0.06199	0.00359	0.00180	0.00135	0.00270	0.00270	0.00180	0.00854	0.00000	0.00180	0.00764	0.00000	0.00359	0.00000	0.00719	0.00045	0.00090	0.00988
0.03353	0.01935	0.00258	0.00473	0.03568	0.00172	0.02623	0.01978	0.01634	0.00344	0.00301	0.01290	0.01806	0.13285	0.01892	0.00000	0.00043	0.00301	0.00000	0.00387	0.10060	0.06105	0.00086	0.04299	0.52255	4.08728	0.09587	0.00473	0.00043	0.00215	0.00172	0.00387	0.00989	0.01118	0.00387	0.00172	0.00817	0.00172	0.00688	0.00602	0.01935	0.00129	0.00172	0.01806
0.02610	0.01827	0.00217	0.00000	0.00000	0.00000	0.04828	0.00913	0.01870	0.00348	0.00087	0.01087	0.02479	0.17964	0.02131	0.00087	0.00261	0.00130	0.00174	0.00435	0.11918	0.07482	0.00130	0.03262	0.49606	4.52853	0.09613	0.00304	0.00000	0.00087	0.00087	0.00043	0.00261	0.00739	0.00174	0.00000	0.00261	0.00130	0.00261	0.00130	0.00957	0.00087	0.00000	0.00696
0.05493	0.00828	0.00872	0.00436	0.02223	0.00044	0.02528	0.00610	0.01613	0.00174	0.00174	0.00959	0.00654	0.19137	0.01439	0.00000	0.00087	0.00087	0.00044	0.00087	0.12642	0.06321	0.00044	0.03880	0.55438	4.26475	0.07062	0.00305	0.00000	0.00087	0.00087	0.00131	0.00044	0.00480	0.00087	0.00218	0.00610	0.00000	0.00174	0.00436	0.00392	0.00174	0.00044	0.00697
0.02525	0.02285	0.00281	0.00321	0.00321	0.00040	0.02766	0.00922	0.01764	0.00240	0.00040	0.00441	0.02204	0.16232	0.01283	0.00160	0.00601	0.00200	0.00120	0.00040	0.12385	0.07375	0.00120	0.04529	0.53351	4.30911	0.06934	0.00321	0.00160	0.00321	0.00040	0.00281	0.00281	0.00521	0.00080	0.00120	0.00240	0.00000	0.00281	0.00681	0.00721	0.00120	0.00000	0.00802
0.02956	0.01120	0.00045	0.00313	0.00627	0.00000	0.01478	0.00717	0.01433	0.00134	0.00045	0.00358	0.04792	0.18988	0.01567	0.00537	0.01388	0.00045	0.00090	0.00090	0.14465	0.10076	0.00134	0.03224	0.52196	4.84808	0.08777	0.00269	0.00045	0.00179	0.00224	0.00045	0.00269	0.00806	0.00090	0.00000	0.00403	0.00045	0.00179	0.00403	0.01075	0.00000	0.00224	0.00403
0.03737	0.01015	0.00122	0.00162	0.01381	0.00366	0.01990	0.01300	0.01747	0.00284	0.00609	0.01178	0.01747	0.12957	0.01706	0.00000	0.00366	0.00000	0.00122	0.00203	0.10154	0.08164	0.00081	0.04305	0.50260	4.28041	0.07799	0.00284	0.00041	0.00162	0.00284	0.00203	0.00731	0.00812	0.00122	0.00081	0.00528	0.00244	0.00162	0.01300	0.01340	0.00122	0.00000	0.00650
0.03510	0.01170	0.00303	0.00477	0.00823	0.00000	0.04506	0.00953	0.01040	0.00130	0.00173	0.00650	0.01127	0.16031	0.01776	0.00043	0.00260	0.00043	0.00043	0.00000	0.13345	0.08969	0.00043	0.03769	0.55469	4.28311	0.07496	0.00433	0.00087	0.00173	0.00043	0.00217	0.00520	0.00693	0.00130	0.00000	0.00260	0.00043	0.00130	0.00910	0.01083	0.00043	0.00000	0.00563
0.02384	0.02472	0.00221	0.00265	0.00177	0.00044	0.04857	0.00530	0.01060	0.00132	0.00530	0.00751	0.02119	0.16115	0.01766	0.00000	0.00265	0.00309	0.00088	0.00221	0.10508	0.10596	0.00044	0.03797	0.50521	4.60075	0.07770	0.00486	0.00000	0.00265	0.00132	0.00177	0.00265	0.00397	0.00132	0.00177	0.00177	0.00265	0.00177	0.00706	0.00706	0.00044	0.00088	0.01192
0.03940	0.00876	0.00000	0.00175	0.00657	0.00000	0.00701	0.00482	0.01708	0.00131	0.00088	0.00744	0.03459	0.19002	0.01532	0.00175	0.00350	0.00175	0.00088	0.00219	0.13135	0.07750	0.00044	0.03722	0.50258	4.61517	0.09238	0.00569	0.00000	0.00000	0.00263	0.00088	0.00175	0.01401	0.00788	0.00131	0.00657	0.00175	0.00525	0.00044	0.01532	0.00044	0.00000	0.00701
0.03956	0.00978	0.00267	0.00267	0.02578	0.00089	0.01911	0.01333	0.02178	0.00000	0.00089	0.00844	0.03467	0.14222	0.01200	0.00089	0.00178	0.00044	0.00089	0.00044	0.11956	0.08889	0.00044	0.03333	0.48303	4.59824	0.06133	0.00178	0.00044	0.00089	0.00178	0.00089	0.00533	0.00978	0.00133	0.00267	0.00400	0.00089	0.00578	0.00844	0.01156	0.00000	0.00089	0.00667
0.02576	0.00917	0.00349	0.00524	0.03362	0.00044	0.00917	0.00830	0.00830	0.00131	0.00480	0.00917	0.02489	0.16987	0.01092	0.00044	0.00349	0.00175	0.00044	0.00393	0.10524	0.09651	0.00131	0.04978	0.52480	4.85071	0.05764	0.00611	0.00087	0.00175	0.00087	0.00349	0.00262	0.00873	0.00218	0.00044	0.00830	0.00742	0.00742	0.00568	0.01004	0.00087	0.00044	0.00830
0.03791	0.01351	0.00218	0.00218	0.01830	0.00000	0.03007	0.00654	0.01569	0.00392	0.00261	0.00741	0.02004	0.16166	0.01612	0.00087	0.00174	0.00000	0.00131	0.00305	0.10414	0.08105	0.00087	0.03834	0.60733	4.58364	0.07669	0.00261	0.00000	0.00044	0.00349	0.00131	0.00479	0.00741	0.00131	0.00087	0.00654	0.00261	0.00959	0.00523	0.01220	0.00000	0.00087	0.01525
0.03605	0.01352	0.00000	0.00315	0.01262	0.00000	0.03650	0.01037	0.01487	0.00180	0.00180	0.00721	0.03110	0.16178	0.01127	0.00406	0.01397	0.00135	0.00045	0.00180	0.12799	0.07886	0.00090	0.04191	0.50000	4.69313	0.05949	0.00180	0.00090	0.00045	0.00000	0.00270	0.00225	0.01082	0.00451	0.00090	0.00856	0.00225	0.00451	0.00541	0.01262	0.00000	0.00090	0.00946
0.02440	0.02263	0.00000	0.00266	0.00444	0.00000	0.01109	0.01730	0.02041	0.00177	0.00222	0.00932	0.04303	0.17835	0.01508	0.00222	0.00444	0.00133	0.00000	0.00089	0.13886	0.08651	0.00000	0.03771	0.45407	4.80000	0.08962	0.00355	0.00044	0.00133	0.00222	0.00133	0.00089	0.00532	0.00044	0.00133	0.00355	0.00089	0.00177	0.00177	0.00488	0.00000	0.00089	0.01020
0.03084	0.02041	0.00045	0.00181	0.01769	0.00045	0.03583	0.00952	0.01587	0.00136	0.00181	0.01179	0.01088	0.19773	0.01179	0.00317	0.00408	0.00091	0.00000	0.00363	0.11565	0.08571	0.00045	0.02857	0.49612	4.42783	0.06712	0.00363	0.00091	0.00045	0.00136	0.00227	0.00317	0.00998	0.00091	0.00136	0.00363	0.00181	0.00317	0.01043	0.01134	0.00000	0.00000	0.00499
0.06910	0.00382	0.00212	0.00382	0.01272	0.00042	0.04960	0.00593	0.00805	0.00127	0.00085	0.00636	0.01696	0.15515	0.00509	0.00042	0.00212	0.00042	0.00000	0.00000	0.12463	0.06994	0.00000	0.03391	0.55497	4.31244	0.05214	0.00085	0.00085	0.00297	0.00297	0.00382	0.00636	0.01229	0.00085	0.00212	0.00127	0.00127	0.00339	0.00763	0.01611	0.00085	0.00000	0.00212
0.03704	0.01626	0.00497	0.00407	0.00678	0.00000	0.05420	0.00587	0.01129	0.00090	0.00090	0.00723	0.02258	0.13369	0.01445	0.00136	0.00858	0.00000	0.00090	0.00226	0.11563	0.08085	0.00181	0.04110	0.49223	4.67163	0.06369	0.00090	0.00000	0.00181	0.00271	0.00000	0.00813	0.01491	0.00045	0.00181	0.00361	0.00000	0.00226	0.00813	0.01942	0.00045	0.00045	0.01174
0.02012	0.01252	0.00224	0.00492	0.02637	0.00313	0.02012	0.00715	0.01788	0.00089	0.00134	0.01654	0.03084	0.15512	0.02280	0.00134	0.00581	0.00045	0.00045	0.00358	0.10907	0.08762	0.00134	0.03442	0.51671	4.53689	0.09477	0.00179	0.00179	0.00134	0.00224	0.00224	0.00358	0.00894	0.00179	0.00224	0.00939	0.00134	0.00492	0.00447	0.01162	0.00045	0.00000	0.00849
0.03544	0.00982	0.00213	0.00256	0.00128	0.00000	0.01409	0.00726	0.01793	0.00213	0.00171	0.01025	0.02989	0.16268	0.01964	0.00256	0.00342	0.00085	0.00085	0.00085	0.11827	0.08839	0.00085	0.04441	0.53050	4.96752	0.08796	0.00470	0.00000	0.00128	0.00043	0.00128	0.00427	0.00512	0.00085	0.00128	0.00427	0.00171	0.00555	0.01921	0.00897	0.00000	0.00128	0.00939
0.05011	0.00523	0.00305	0.00131	0.00218	0.00000	0.05621	0.00523	0.00784	0.00087	0.00261	0.01438	0.01394	0.12767	0.00959	0.00044	0.00349	0.00000	0.00261	0.00044	0.11852	0.06623	0.00044	0.04096	0.53886	4.39433	0.05577	0.00392	0.00000	0.00131	0.00218	0.00131	0.00610	0.00959	0.00131	0.00174	0.00305	0.00000	0.00218	0.00915	0.01394	0.00000	0.00044	0.00654
0.06304	0.00648	0.00173	0.00432	0.01339	0.00734	0.03282	0.00561	0.02720	0.00259	0.00345	0.00734	0.01339	0.13946	0.00907	0.00086	0.00173	0.00043	0.00130	0.00216	0.10665	0.05699	0.00000	0.03368	0.56349	4.24175	0.06693	0.00130	0.00043	0.00043	0.00173	0.00345	0.00820	0.01036	0.00518	0.00086	0.00691	0.00216	0.00561	0.01123	0.01943	0.00216	0.00130	0.00864
0.04167	0.01332	0.00215	0.00387	0.04725	0.02019	0.01418	0.01890	0.01546	0.00129	0.00258	0.01546	0.00730	0.13445	0.01418	0.00129	0.00387	0.00301	0.00172	0.00473	0.11340	0.06443	0.00000	0.06400	0.54005	4.07908	0.07904	0.00344	0.00043	0.00129	0.00301	0.00473	0.00773	0.01503	0.00129	0.00258	0.01074	0.00172	0.00515	0.00387	0.02062	0.00172	0.00215	0.01418
0.05795	0.00592	0.00254	0.00254	0.00973	0.00423	0.04865	0.00635	0.01142	0.00169	0.00127	0.00804	0.01734	0.14298	0.01607	0.00042	0.00169	0.00169	0.00042	0.00085	0.10025	0.05457	0.00042	0.03596	0.53298	4.33661	0.06980	0.00296	0.00000	0.00085	0.00085	0.00254	0.00719	0.01015	0.00465	0.00000	0.00212	0.00127	0.00381	0.01607	0.01819	0.00127	0.00085	0.00635
0.02196	0.00703	0.00264	0.00615	0.03645	0.00088	0.00791	0.00527	0.02328	0.00132	0.00176	0.00264	0.04040	0.17479	0.01230	0.00088	0.00395	0.00044	0.00088	0.00176	0.11067	0.10628	0.00132	0.04655	0.53766	4.86443	0.05797	0.00220	0.00088	0.00088	0.00088	0.00307	0.00088	0.00527	0.00088	0.00000	0.00483	0.00483	0.00922	0.00264	0.00571	0.00000	0.00000	0.00703
0.05544	0.00621	0.00290	0.00331	0.01903	0.01076	0.02317	0.01489	0.01779	0.00083	0.00869	0.00993	0.01365	0.12453	0.01407	0.00000	0.00041	0.00041	0.00000	0.00083	0.09723	0.05999	0.00000	0.02938	0.51175	4.26634	0.07778	0.00248	0.00124	0.00083	0.00041	0.00372	0.00662	0.01986	0.00331	0.00083	0.00496	0.00041	0.00372	0.02276	0.02607	0.00165	0.00000	0.00662
0.06236	0.00307	0.00439	0.00307	0.00791	0.00132	0.04963	0.00571	0.00878	0.00220	0.00220	0.00834	0.00878	0.15195	0.01361	0.00132	0.00307	0.00044	0.00176	0.00264	0.11462	0.07071	0.00132	0.05051	0.55673	4.35797	0.08520	0.00307	0.00000	0.00307	0.00307	0.00439	0.00264	0.01845	0.00264	0.00176	0.00571	0.00088	0.00307	0.00483	0.01845	0.00000	0.00000	0.00659
0.04419	0.01287	0.00086	0.00429	0.00515	0.00215	0.04848	0.00343	0.01802	0.00000	0.00000	0.00343	0.02531	0.14886	0.00644	0.00086	0.00472	0.00043	0.00043	0.00129	0.12784	0.05706	0.00000	0.03647	0.48711	4.33096	0.06564	0.00129	0.00000	0.00043	0.00257	0.00129	0.00601	0.00601	0.00215	0.00129	0.00257	0.00215	0.00129	0.00944	0.01201	0.00086	0.00000	0.00257
0.05472	0.00572	0.00286	0.00286	0.00857	0.00204	0.04165	0.00612	0.00612	0.00204	0.00286	0.00817	0.00939	0.14251	0.00980	0.00041	0.00204	0.00082	0.00204	0.00122	0.10862	0.05063	0.00000	0.03879	0.54331	4.19234	0.04328	0.00286	0.00000	0.00204	0.00122	0.00163	0.00531	0.00653	0.00163	0.00082	0.00490	0.00082	0.00163	0.01797	0.00857	0.00082	0.00000	0.00694
0.05513	0.00684	0.00128	0.00299	0.02991	0.00171	0.03974	0.00641	0.01068	0.00256	0.00256	0.00855	0.00940	0.15513	0.00855	0.00043	0.00342	0.00043	0.00043	0.00085	0.10385	0.05556	0.00043	0.03761	0.58090	4.16900	0.04872	0.00342	0.00085	0.00085	0.00043	0.00171	0.00897	0.00940	0.00085	0.00214	0.00385	0.00000	0.00427	0.01667	0.01581	0.00043	0.00043	0.00385
0.05053	0.00395	0.00527	0.00220	0.00527	0.00044	0.05097	0.01011	0.01098	0.00132	0.00176	0.01054	0.00483	0.15554	0.01362	0.00000	0.00088	0.00132	0.00088	0.00176	0.10105	0.05888	0.00000	0.03339	0.45789	4.02953	0.07513	0.00044	0.00000	0.00132	0.00176	0.00220	0.00351	0.01186	0.00044	0.00088	0.00176	0.00000	0.01494	0.00439	0.01362	0.00176	0.00088	0.00703
0.03180	0.00545	0.00363	0.00136	0.01000	0.00000	0.01590	0.00545	0.01817	0.00227	0.00182	0.01408	0.04044	0.19355	0.01590	0.00318	0.00454	0.00000	0.00045	0.00227	0.13857	0.09950	0.00000	0.03408	0.51475	5.12023	0.09632	0.00045	0.00045	0.00000	0.00136	0.00182	0.00318	0.00682	0.00454	0.00045	0.00454	0.00227	0.00409	0.00182	0.01045	0.00000	0.00091	0.00454
0.02049	0.02005	0.00000	0.00131	0.01308	0.00000	0.01133	0.00828	0.02049	0.00392	0.00305	0.00915	0.03095	0.18483	0.01787	0.00131	0.00697	0.00000	0.00000	0.00392	0.12554	0.07498	0.00131	0.03705	0.51697	4.47032	0.06888	0.00305	0.00087	0.00000	0.00392	0.00305	0.00436	0.01003	0.00262	0.00305	0.00567	0.00262	0.00480	0.00436	0.01439	0.00000	0.00000	0.00567
0.02178	0.01022	0.00311	0.00267	0.02000	0.00000	0.01200	0.00844	0.02444	0.00044	0.00133	0.00578	0.03067	0.15378	0.01778	0.00400	0.00578	0.00000	0.00267	0.00089	0.12222	0.10267	0.00133	0.04533	0.50390	4.72026	0.06889	0.00133	0.00000	0.00133	0.00356	0.00044	0.00533	0.01378	0.00044	0.00178	0.01156	0.00311	0.00444	0.00711	0.01644	0.00000	0.00000	0.00444
0.05380	0.00462	0.00084	0.00252	0.01177	0.00673	0.04288	0.00715	0.00967	0.00420	0.00588	0.00925	0.01177	0.13871	0.00925	0.00000	0.00042	0.00042	0.00042	0.00631	0.09878	0.06053	0.00084	0.03153	0.49482	4.25339	0.06389	0.00210	0.00042	0.00168	0.00126	0.00210	0.00757	0.00715	0.00378	0.00084	0.00504	0.00210	0.00757	0.00715	0.01429	0.00126	0.00000	0.00462
0.03671	0.01343	0.00134	0.00448	0.00134	0.00000	0.02417	0.00537	0.00582	0.00090	0.00000	0.00403	0.02551	0.17323	0.01074	0.00134	0.00671	0.00090	0.00000	0.00090	0.13563	0.10743	0.00134	0.04297	0.54805	4.80968	0.05774	0.00224	0.00000	0.00045	0.00313	0.00313	0.00403	0.00403	0.00045	0.00224	0.00045	0.00045	0.00045	0.01074	0.00761	0.00045	0.00000	0.00448
0.05629	0.00288	0.00616	0.00657	0.05670	0.01109	0.02465	0.00575	0.01109	0.00082	0.00205	0.00863	0.01109	0.13558	0.01191	0.00082	0.00288	0.00123	0.00041	0.00370	0.09819	0.04560	0.00041	0.03739	0.51706	3.99478	0.05793	0.00247	0.00041	0.00205	0.00123	0.00288	0.00781	0.01191	0.00452	0.00082	0.00493	0.00164	0.00904	0.01068	0.02095	0.00082	0.00000	0.00904
0.06867	0.00269	0.00404	0.00135	0.00000	0.00000	0.03995	0.01032	0.01212	0.00090	0.00180	0.00853	0.01257	0.19883	0.01346	0.00000	0.00135	0.00000	0.00000	0.00090	0.12118	0.06373	0.00090	0.03366	0.57552	4.60818	0.06688	0.00314	0.00000	0.00045	0.00314	0.00269	0.00269	0.00853	0.00404	0.00045	0.00763	0.00135	0.00269	0.01212	0.01032	0.00045	0.00000	0.00494
0.05099	0.01151	0.00123	0.00699	0.02097	0.00576	0.05387	0.00863	0.01727	0.00164	0.00411	0.01110	0.01521	0.13322	0.01069	0.00329	0.00946	0.00000	0.00082	0.00288	0.10362	0.06209	0.00041	0.04564	0.53608	4.15870	0.07689	0.00411	0.00000	0.00247	0.00123	0.00493	0.01110	0.01604	0.00535	0.00206	0.00452	0.00206	0.00493	0.00905	0.02220	0.00041	0.00000	0.01028
0.04836	0.00389	0.00345	0.00345	0.00000	0.00173	0.04836	0.00475	0.00864	0.00216	0.00216	0.00820	0.00734	0.16667	0.01079	0.00086	0.00086	0.00043	0.00086	0.00216	0.11788	0.07470	0.00000	0.03368	0.55091	4.46670	0.04922	0.00389	0.00000	0.00000	0.00130	0.00432	0.00216	0.00864	0.00302	0.00043	0.00345	0.00000	0.00302	0.01252	0.00950	0.00043	0.00000	0.00173
0.04605	0.00614	0.00395	0.00219	0.02456	0.00219	0.02018	0.01053	0.01272	0.00044	0.00263	0.00658	0.01535	0.16404	0.01974	0.00044	0.00219	0.00000	0.00175	0.00088	0.10658	0.07807	0.00000	0.03860	0.57853	4.32352	0.09825	0.00044	0.00044	0.00307	0.00263	0.00175	0.00439	0.00789	0.00044	0.00000	0.00307	0.00088	0.00351	0.00482	0.01053	0.00000	0.00000	0.00395
0.05397	0.00132	0.00088	0.00439	0.00439	0.00000	0.05660	0.00834	0.01360	0.00263	0.00439	0.00702	0.01404	0.14787	0.01009	0.00044	0.00263	0.00088	0.00000	0.00263	0.10619	0.06801	0.00044	0.03466	0.52073	4.42024	0.05573	0.00000	0.00000	0.00395	0.00088	0.00176	0.00527	0.01141	0.00263	0.00088	0.00219	0.00044	0.00921	0.00263	0.01448	0.00000	0.00088	0.00614
0.06880	0.00260	0.00216	0.00260	0.00433	0.00087	0.04284	0.00606	0.00649	0.00433	0.00173	0.01168	0.01341	0.14626	0.00692	0.00173	0.00346	0.00000	0.00043	0.00173	0.11943	0.04327	0.00000	0.02986	0.50390	4.42411	0.07096	0.00173	0.00043	0.00087	0.00087	0.00216	0.00736	0.00433	0.00216	0.00173	0.00303	0.00260	0.00130	0.00260	0.01168	0.00000	0.00000	0.00606
0.06192	0.00509	0.00085	0.00636	0.01696	0.00127	0.05428	0.01866	0.01442	0.00170	0.00424	0.00975	0.01103	0.12383	0.01187	0.00170	0.00254	0.00212	0.00085	0.00085	0.08906	0.05768	0.00170	0.03605	0.44327	3.99554	0.06785	0.00170	0.00042	0.00212	0.00127	0.00339	0.01060	0.00848	0.00509	0.00042	0.00339	0.00127	0.00933	0.01781	0.01781	0.00170	0.00000	0.00466
